#,Nome do Produto,SKU,Categoria,Prioridade,Repostável,Status Post,Link do Produto,Link da Imagem,Legenda Instagram,Observações,Ordem de Postagem
22131,Boina Masculina Livorno Vinho Poá Colorido,074.00.06.155,Boina,Normal,Não,Não Postado,,,,,448
22126,"Boina Masculina Livorno Xadrez Cinza, Lilás, Preto e Branco",074.00.06.146,Boina,Normal,Não,Não Postado,,,,,449
22116,Boina Masculina Livorno Rosa Alto Relevo,074.00.06.141,Boina,Normal,Não,Não Postado,,,,,450
22111,"Boina Masculina Livorno Xadrez Marrom, Bege, Amarelo e Vermelho",074.00.06.113,Boina,Normal,Não,Não Postado,,,,,451
22106,Boina Masculina Livorno Bege Listrado,074.00.06.099,Boina,Normal,Não,Não Postado,,,,,452
22101,Boina Masculina Livorno Lisa Verde Militar,074.00.06.091,Boina,Normal,Não,Não Postado,,,,,453
22080,Boina Italiana Masculina Classic Verde Militar Leve,081.00.06.091,Boina,Normal,Não,Não Postado,,,,,454
22075,Boina Italiana Masculina Classic Cáqui Leve,081.00.06.057,Boina,Normal,Não,Não Postado,,,,,455
22065,Boina Italiana Masculina Classic Cinza Claro Leve,081.00.06.046,Boina,Normal,Não,Não Postado,,,,,456
22060,Boina Italiana Masculina Classic Jeans Leve,081.00.06.044,Boina,Normal,Não,Não Postado,,,,,457
22055,Boina Italiana Masculina Classic Vermelha Leve,081.00.06.026,Boina,Normal,Não,Não Postado,,,,,458
22050,Boina Italiana Masculina Classic Azul Marinho Leve,081.00.06.024,Boina,Normal,Não,Não Postado,,,,,459
22045,Boina Italiana Masculina Couro de Porco Marrom,081.00.11.028,Boina,Normal,Não,Não Postado,,,,,460
22040,Boina Italiana Masculina Couro de Porco Marfim,081.00.11.027,Boina,Normal,Não,Não Postado,,,,,461
22028,Boina Inglesa Masculina Tradicional Cinza Claro Leve,078.00.06.046,Boina,Normal,Não,Não Postado,,,,,462
22023,Boina Inglesa Masculina Tradicional Rosa Leve,078.00.06.040,Boina,Normal,Não,Não Postado,,,,,463
22018,Boina Inglesa Masculina Tradicional Marfim Leve,078.00.06.027,Boina,Normal,Não,Não Postado,,,,,464
22013,Boina Inglesa Masculina Tradicional Vermelho Leve,078.00.06.026,Boina,Normal,Não,Não Postado,,,,,465
22008,Boina Inglesa Masculina Tradicional Azul Marinho Leve,078.00.06.024,Boina,Normal,Não,Não Postado,,,,,466
22003,Boina Inglesa Masculina Oitavada Peaky Blinders Grafite,138.00.06.203,Boina,Normal,Não,Não Postado,,,,,467
21998,Boina Inglesa Masculina Oitavada Peaky Blinders Mescla Azul,138.00.06.200,Boina,Normal,Não,Não Postado,,,,,468
21993,Boina Inglesa Masculina Oitavada Peaky Blinders Granito Preto e Branco,138.00.06.195,Boina,Normal,Não,Não Postado,,,,,469
21988,Boina Inglesa Masculina Oitavada Peaky Blinders Veludo Marrom,138.00.06.181,Boina,Normal,Não,Não Postado,,,,,470
21983,Boina Inglesa Masculina Oitavada Peaky Blinders Marrom Texturizado,138.00.06.178,Boina,Normal,Não,Não Postado,,,,,471
21978,Boina Inglesa Masculina Oitavada Peaky Blinders Xadrez Lilás e Azul,138.00.06.163,Boina,Normal,Não,Não Postado,,,,,472
21973,Boina Inglesa Masculina Oitavada Peaky Blinders Cinza Escuro,138.00.06.054,Boina,Normal,Não,Não Postado,,,,,473
21968,Boina Inglesa Masculina Oitavada Peaky Blinders Preto,138.00.06.022,Boina,Normal,Não,Não Postado,,,,,474
21963,Boina Masculina Italiana Trapani Lanoso Cinza Claro Inverno,070.00.06.846,Boina,Normal,Não,Não Postado,,,,,475
21958,Boina Masculina Italiana Trapani Xadrez Marrom Inverno,070.00.06.748,Boina,Normal,Não,Não Postado,,,,,476
21953,Boina Masculina Italiana Trapani Xadrez Cinza e Preto Inverno,070.00.06.193,Boina,Normal,Não,Não Postado,,,,,477
21948,"Boina Masculina Italiana Trapani Xadrez Azul, Verde e Preto Meia-estação",070.00.06.190,Boina,Normal,Não,Não Postado,,,,,478
21938,"Boina Masculina Italiana Trapani Xadrez Branco, Preto e Vermelho Meia-estação",070.00.06.184,Boina,Normal,Não,Não Postado,,,,,479
21928,Boina Masculina Italiana Trapani Texturizado Marrom Inverno,070.00.06.178,Boina,Normal,Não,Não Postado,,,,,480
21923,Boina Masculina Italiana Trapani Xadrez Bege Claro Verão,070.00.06.175,Boina,Normal,Não,Não Postado,,,,,481
21918,Boina Masculina Italiana Trapani Zig-Zag Bege Verão,070.00.06.142,Boina,Normal,Não,Não Postado,,,,,482
21913,Boina Masculina Italiana Trapani Rosa Meia-estação,070.00.06.141,Boina,Normal,Não,Não Postado,,,,,483
21908,Boina Masculina Italiana Trapani Xadrez Cáqui Verão,070.00.06.092,Boina,Normal,Não,Não Postado,,,,,484
21903,Boina Masculina Italiana Trapani Cáqui Verão,070.00.06.057,Boina,Normal,Não,Não Postado,,,,,485
21898,Boina Masculina Italiana Trapani Vermelho Verão,070.00.06.026,Boina,Normal,Não,Não Postado,,,,,486
21777,Boina Masculina Italiana Torino Marfim,130.00.06.027,Boina,Normal,Não,Não Postado,,,,,487
21889,Boina Masculina Italiana Torino Preto Aveludado,130.00.06.822,Boina,Normal,Não,Não Postado,,,,,488
21884,Boina Masculina Italiana Torino Veludo Cinza,130.00.06.746,Boina,Normal,Não,Não Postado,,,,,489
21879,Boina Masculina Italiana Torino Veludo Bordô,130.00.06.745,Boina,Normal,Não,Não Postado,,,,,490
21874,Boina Masculina Italiana Torino Veludo Verde,130.00.06.725,Boina,Normal,Não,Não Postado,,,,,491
21869,Boina Masculina Italiana Torino Veludo Azul Marinho,130.00.06.724,Boina,Normal,Não,Não Postado,,,,,492
21864,Boina Masculina Italiana Torino Veludo Preto,130.00.06.722,Boina,Normal,Não,Não Postado,,,,,493
21859,Boina Masculina Italiana Torino Vinho Poá Colorido,130.00.06.155,Boina,Normal,Não,Não Postado,,,,,494
21854,Boina Masculina Italiana Torino Verde Poá Colorido,130.00.06.154,Boina,Normal,Não,Não Postado,,,,,495
21849,Boina Masculina Italiana Torino Azul Marinho Poá Colorido,130.00.06.153,Boina,Normal,Não,Não Postado,,,,,496
21839,"Boina Masculina Italiana Torino Xadrez Cinza, Lilás, Preto e Branco",130.00.06.146,Boina,Normal,Não,Não Postado,,,,,497
21834,"Boina Masculina Italiana Torino Xadrez Rosa, Marfim e Bege",130.00.06.145,Boina,Normal,Não,Não Postado,,,,,498
21818,Boina Masculina Italiana Torino Bege e Cáqui,130.00.06.142,Boina,Normal,Não,Não Postado,,,,,499
21773,Boina Masculina Italiana Torino Vermelho,130.00.06.026,Boina,Normal,Não,Não Postado,,,,,500
21819,Boina Masculina Italiana Torino Xadrez Branco e Preto,130.00.06.143,Boina,Normal,Não,Não Postado,,,,,501
21813,Boina Masculina Italiana Torino Rosa,130.00.06.141,Boina,Normal,Não,Não Postado,,,,,502
21808,"Boina Masculina Italiana Torino Xadrez Grafite, Amarelo e Azul",130.00.06.120,Boina,Normal,Não,Não Postado,,,,,503
21803,Boina Masculina Italiana Torino Listrado Bege,130.00.06.099,Boina,Normal,Não,Não Postado,,,,,504
21798,Boina Masculina Italiana Torino Xadrez Cáqui e Bege,130.00.06.092,Boina,Normal,Não,Não Postado,,,,,505
21793,Boina Masculina Italiana Torino Cinza Escuro,130.00.06.054,Boina,Normal,Não,Não Postado,,,,,506
21788,Boina Masculina Italiana Torino Marrom,130.00.06.053,Boina,Normal,Não,Não Postado,,,,,507
21783,Boina Masculina Italiana Torino Cinza Claro,130.00.06.046,Boina,Normal,Não,Não Postado,,,,,508
21778,Boina Masculina Italiana Torino Jeans,130.00.06.044,Boina,Normal,Não,Não Postado,,,,,509
21768,Boina Masculina Italiana Torino Azul Marinho,130.00.06.024,Boina,Normal,Não,Não Postado,,,,,510
21763,Boina Masculina Italiana Torino Branca,130.00.06.023,Boina,Normal,Não,Não Postado,,,,,511
21758,Boina Masculina Italiana Torino Preto,130.00.06.022,Boina,Normal,Não,Não Postado,,,,,512
21725,Viseira Feminina Azul San Doná,135.00.06-azul,Viseira,Normal,Não,Não Postado,,,,,513
21629,Quepe Militar Marinha San Doná,058.00.06.023,Quepe,Normal,Não,Não Postado,,,,,514
21624,Quepe Militar Exército San Doná,054.00.06.091,Quepe,Normal,Não,Não Postado,,,,,515
21614,Quepe Militar Aeronáutica San Doná,056.00.06.024,Quepe,Normal,Não,Não Postado,,,,,516
21609,Quepe Motorista San Doná,057.00.06.022,Quepe,Normal,Não,Não Postado,,,,,517
21604,Quepe Policial San Doná,049.00.06.022,Quepe,Normal,Não,Não Postado,,,,,518
21562,Chapéu Top Bull Sibu Company Traços Sertanejos Crú,172.02.18.001.57,Chapéu,Normal,Não,Não Postado,,,,,519
21557,Chapéu Country Sibu Company Traços Sertanejos Bege Detalhado,031.02.18.002.75,Chapéu,Normal,Não,Não Postado,,,,,520
21552,Chapéu Country Sibu Company Traços Sertanejos Crú,031.02.18.001.15,Chapéu,Normal,Não,Não Postado,,,,,521
21543,Chapéu Cavaleiro II Sibu Company Traços Sertanejos Bege Detalhado,116.02.18.002.72,Chapéu,Normal,Não,Não Postado,,,,,522
21538,Chapéu Cavaleiro II Sibu Company Traços Sertanejos Bege,116.05.18.001.28,Chapéu,Normal,Não,Não Postado,,,,,523
21533,Chapéu WS Sibu Company Traços Sertanejos Crú com Fita de Strass Sortida,170.02.18.011.71,Chapéu,Normal,Não,Não Postado,,,,,524
21528,Chapéu WS Sibu Company Traços Sertanejos Sertanejos Preto Detalhado,170.02.18.003.60,Chapéu,Normal,Não,Não Postado,,,,,525
21523,Chapéu WS Sibu Company Traços Sertanejos Bege Detalhado,170.02.18.002.11,Chapéu,Normal,Não,Não Postado,,,,,526
21518,Chapéu WS Sibu Company Traços Sertanejos Crú,170.02.18.001.55,Chapéu,Normal,Não,Não Postado,,,,,527
21508,Chapéu Country Sibu Company Traços Sertanejos Preto Detalhado,031.02.18.013.22,Chapéu,Normal,Não,Não Postado,,,,,528
21503,Chapéu Top Bull Sibu Company Traços Sertanejos Preto Detalhado,172.02.18.003.45,Chapéu,Normal,Não,Não Postado,,,,,529
21493,Chapéu Top Bull Sibu Company Traços Sertanejos Marrom Claro Detalhado,172.02.18.012.50,Chapéu,Normal,Não,Não Postado,,,,,530
21484,Chapéu Top Bull Sibu Company Traços Sertanejos Bege Detalhado,172.02.18.002.17,Chapéu,Normal,Não,Não Postado,,,,,531
21466,Chapéu Cavaleiro II Sibu Company Traços Sertanejos Crú,116.02.18.011.57,Chapéu,Normal,Não,Não Postado,,,,,532
21457,Chapéu Cavaleiro II Sibu Company Traços Sertanejos Preto e Crú Detalhado,116.02.18.013.20,Chapéu,Normal,Não,Não Postado,,,,,533
21447,Chapéu Cavaleiro II Sibu Company Traços Sertanejos Bege e Crú Detalhado,116.05.18.012.58,Chapéu,Normal,Não,Não Postado,,,,,534
21442,Chapéu WS Sibu Company Traços Sertanejos Preto e Crú Detalhado,170.02.18.013.44,Chapéu,Normal,Não,Não Postado,,,,,535
21434,Chapéu Country Sibu Company Traços Sertanejos Preto e Crú Detalhado,031.05.18.003.56,Chapéu,Normal,Não,Não Postado,,,,,536
21425,Chapéu Country Sibu Company Traços Sertanejos Bege e Crú Detalhado,031.05.18.012.25,Chapéu,Normal,Não,Não Postado,,,,,537
21420,Chapéu Country Sibu Company Traços Sertanejos Crú Detalhado,031.05.18.011.45,Chapéu,Normal,Não,Não Postado,,,,,538
21415,Boné Tradicional Feltro Azul Marinho San Doná,039.63.04.024,Boné,Normal,Não,Não Postado,,,,,539
21410,Boné Tradicional Feltro Bege San Doná,039.63.04.027,Boné,Normal,Não,Não Postado,,,,,540
21405,Boné Tradicional Feltro Cinza San Doná,039.63.04.046,Boné,Normal,Não,Não Postado,,,,,541
21400,Boné Tradicional Feltro Marrom San Doná,039.63.04.053,Boné,Normal,Não,Não Postado,,,,,542
21395,Boné Tradicional Feltro Preto San Doná,039.63.04.022,Boné,Normal,Não,Não Postado,,,,,543
21385,Boné Tradicional Feltro Vermelho San Doná,039.63.04.026,Boné,Normal,Não,Não Postado,,,,,544
21376,Chapéu Weekender Feltro Castor Sibu Company,051.00.81.14,Chapéu,Normal,Não,Não Postado,,,,,545
21367,Chapéu Weekender Feltro Marrom Sibu Company,051.00.82.14,Chapéu,Normal,Não,Não Postado,,,,,546
21358,Chapéu Weekender Feltro Preto Sibu Company,051.00.80.14,Chapéu,Normal,Não,Não Postado,,,,,547
21346,Chapéu Country Juta Preta Infantil Sibu Company,031.15.03.022.25,Chapéu,Normal,Não,Não Postado,,,,,548
21341,Chapéu Country Infantil Lona de Algodão Sibu Company,031.15.02.001.25,Chapéu,Normal,Não,Não Postado,,,,,549
21336,Chapéu Country Infantil Bangora Sibu Company,031.15.51.10,Chapéu,Normal,Não,Não Postado,,,,,550
21331,Chapéu Country Infantil Sibu Company Marrom Aba Canoada,050.25.82.16,Chapéu,Normal,Não,Não Postado,,,,,551
21326,Chapéu Country Infantil Sibu Company Castor Aba Canoada,050.25.81.16,Chapéu,Normal,Não,Não Postado,,,,,552
21321,Chapéu Country Infantil Sibu Company Preto Aba Canoada,050.25.80.16,Chapéu,Normal,Não,Não Postado,,,,,553
21306,Chapéu Rock Sport Infantil Bangora Marrom Sibu Company,070.15.52.45,Chapéu,Normal,Não,Não Postado,,,,,554
21304,Boina Italiana Classic Infantil Preta,104.00.06.022,Boina,Normal,Não,Não Postado,,,,,555
21285,Chapéu Campeiro Lã Castor Sibu Company,185.00.91.19,Chapéu,Normal,Não,Não Postado,,,,,556
21276,Chapéu Campeiro Lã Marrom Sibu Company,185.00.92.19,Chapéu,Normal,Não,Não Postado,,,,,557
21267,Chapéu Campeiro Lã Preto Sibu Company,185.00.90.18,Chapéu,Normal,Não,Não Postado,,,,,558
21260,Boina Unissex Oito Gomos Branca,077.00.06.023,Boina,Normal,Não,Não Postado,,,,,559
21249,Boina Militar I de Feltro Azul ONU Bandeira San Doná,082.61.16.990,Boina,Normal,Não,Não Postado,,,,,560
21238,Boina Militar I de Feltro Cinza Bandeira San Doná,082.61.16.986,Boina,Normal,Não,Não Postado,,,,,561
21227,Boina Militar I de Feltro Cinza San Doná,082.61.16.954,Boina,Normal,Não,Não Postado,,,,,562
21216,Boina Militar I de Feltro Grafite San Doná,082.61.16.946,Boina,Normal,Não,Não Postado,,,,,563
21205,Boina Militar I de Feltro Grená San Doná,082.61.16.945,Boina,Normal,Não,Não Postado,,,,,564
21194,Boina Militar I de Feltro Azul Royal San Doná,082.61.16.928,Boina,Normal,Não,Não Postado,,,,,565
21183,Boina Militar I de Feltro Cáqui San Doná,082.61.16.927,Boina,Normal,Não,Não Postado,,,,,566
21172,Boina Militar I de Feltro Vermelho Cardeal San Doná,082.61.16.926,Boina,Normal,Não,Não Postado,,,,,567
21161,Boina Militar I de Feltro Verde Militar San Doná,082.61.16.925,Boina,Normal,Não,Não Postado,,,,,568
21139,Boina Militar I de Feltro Azul Marinho San Doná,082.61.16.924,Boina,Normal,Não,Não Postado,,,,,569
21128,Boina Militar I de Feltro Azul Celeste San Doná,082.61.16.923,Boina,Normal,Não,Não Postado,,,,,570
21013,Chapéu Rock Sport Castor Sibu Company,067.16.81.57,Chapéu,Normal,Não,Não Postado,,,,,571
21003,Chapéu Rock Sport Preto Sibu Company,067.16.80.56,Chapéu,Normal,Não,Não Postado,,,,,572
20993,Chapéu Rock Sport Marrom Sibu Company,067.16.82.57,Chapéu,Normal,Não,Não Postado,,,,,573
20927,Chapéu Fedora Nylon Super Verde Aba Curta Sibu Company,093.04.15.025,Chapéu,Normal,Não,Não Postado,,,,,574
20922,Chapéu Fedora Nylon Super Preto Aba Curta Sibu Company,093.04.15.022,Chapéu,Normal,Não,Não Postado,,,,,575
20917,Chapéu Fedora Nylon Super Marrom Aba Curta Sibu Company,093.04.15.053,Chapéu,Normal,Não,Não Postado,,,,,576
20912,Chapéu Fedora Nylon Super Cinza Aba Curta Sibu Company,093.04.15.046,Chapéu,Normal,Não,Não Postado,,,,,577
20907,Chapéu Fedora Nylon Super Azul Marinho Aba Curta Sibu Company,093.04.15.024,Chapéu,Normal,Não,Não Postado,,,,,578
20900,Chapéu Bucket Tecido Veludo Marrom San Doná,127.00.06.747,Chapéu,Normal,Não,Não Postado,,,,,579
20895,Chapéu Bucket Tecido Veludo Cinza San Doná,127.00.06.746,Chapéu,Normal,Não,Não Postado,,,,,580
20890,Chapéu Bucket Tecido Veludo Bordô San Doná,127.00.06.745,Chapéu,Normal,Não,Não Postado,,,,,581
20885,Chapéu Bucket Tecido Veludo Vermelho San Doná,127.00.06.726,Chapéu,Normal,Não,Não Postado,,,,,582
20875,Chapéu Bucket Tecido Veludo Azul Marinho San Doná,127.00.06.724,Chapéu,Normal,Não,Não Postado,,,,,583
20865,Chapéu Bucket Tecido Veludo Preto San Doná,127.00.06.722,Chapéu,Normal,Não,Não Postado,,,,,584
20834,Boina Militar I de Feltro Preto San Doná,082.61.16.922,Boina,Normal,Não,Não Postado,,,,,585
20829,Chapéu Pork Pie Williams Feltro Preto Sibu Company,091.12.17.022,Chapéu,Normal,Não,Não Postado,,,,,586
20824,Boina Feminina Donatela Xadrez Bege e Cáqui,062.00.06.092,Boina,Normal,Não,Não Postado,,,,,587
20795,Chapéu Tropeiro Folk Feltro Preto Sibu Company,052.00.80.38,Chapéu,Normal,Não,Não Postado,,,,,588
16073,"Boina Unissex Oito Gomos Xadrez Preto, Bege, Marrom e Verde",077.00.06.120,Boina,Normal,Não,Não Postado,,,,,589
20753,Chapéu Social Sibu Company Cinza,052.18.84-fita cinza,Chapéu,Normal,Não,Não Postado,,,,,590
20641,Chapéu Channel II Soft de Feltro Vermelho San Doná,061.66.04.026,Chapéu,Normal,Não,Não Postado,,,,,591
20636,Chapéu Channel II Soft de Feltro Verde San Doná,061.66.04.025,Chapéu,Normal,Não,Não Postado,,,,,592
20631,Chapéu Channel II Soft de Feltro Preto San Doná,061.66.04.022,Chapéu,Normal,Não,Não Postado,,,,,593
20626,Chapéu Channel II Soft de Feltro Marrom San Doná,061.66.04.053,Chapéu,Normal,Não,Não Postado,,,,,594
20621,Chapéu Channel II Soft de Feltro Cinza San Doná,061.66.04.046,Chapéu,Normal,Não,Não Postado,,,,,595
20616,Chapéu Channel II Soft de Feltro Bege San Doná,061.66.04.027,Chapéu,Normal,Não,Não Postado,,,,,596
20611,Chapéu Country Juta Preto com Fita de Strass Sibu Company,031.02.03.022.071,Chapéu,Normal,Não,Não Postado,,,,,597
20606,Chapéu Australiano Trilha Tecido Verde Militar San Doná,039.00.06.091,Chapéu,Normal,Não,Não Postado,,,,,598
20601,Chapéu Australiano Trilha Tecido Azul San Doná,039.00.06.090,Chapéu,Normal,Não,Não Postado,,,,,599
20596,Chapéu Australiano Trilha Tecido Cáqui San Doná,039.00.06.057,Chapéu,Normal,Não,Não Postado,,,,,600
20591,Chapéu Australiano Trilha Tecido Cinza Escuro San Doná,039.00.06.054,Chapéu,Normal,Não,Não Postado,,,,,601
20586,Chapéu Australiano Trilha Tecido Marrom San Doná,039.00.06.053,Chapéu,Normal,Não,Não Postado,,,,,602
20581,Chapéu Australiano Trilha Tecido Cinza San Doná,039.00.06.046,Chapéu,Normal,Não,Não Postado,,,,,603
20576,Chapéu Australiano Trilha Tecido Rosa San Doná,039.00.06.040,Chapéu,Normal,Não,Não Postado,,,,,604
20571,Chapéu Australiano Trilha Tecido Bege San Doná,039.00.06.027,Chapéu,Normal,Não,Não Postado,,,,,605
20566,Chapéu Australiano Trilha Tecido Vermelho San Doná,039.00.06.026,Chapéu,Normal,Não,Não Postado,,,,,606
20561,Chapéu Australiano Trilha Tecido Azul Marinho San Doná,039.00.06.024,Chapéu,Normal,Não,Não Postado,,,,,607
20556,Chapéu Australiano Trilha Tecido Preto San Doná,039.00.06.022,Chapéu,Normal,Não,Não Postado,,,,,608
20551,Chapéu Pork Pie Sibu Company Vermelho,094.14.04.026,Chapéu,Normal,Não,Não Postado,,,,,609
20546,Chapéu Channel II Soft de Feltro Azul Marinho San Doná,061.66.04.024,Chapéu,Normal,Não,Não Postado,,,,,610
20541,Chapéu Channel I Soft de Feltro Vermelho San Doná,059.66.04.026,Chapéu,Normal,Não,Não Postado,,,,,611
20531,Chapéu Channel I Soft de Feltro Preto San Doná,059.66.04.022,Chapéu,Normal,Não,Não Postado,,,,,612
20526,Chapéu Channel I Soft de Feltro Marrom San Doná,059.66.04.053,Chapéu,Normal,Não,Não Postado,,,,,613
20521,Chapéu Channel I Soft de Feltro Cinza San Doná,059.66.04.046,Chapéu,Normal,Não,Não Postado,,,,,614
20516,Chapéu Channel I Soft de Feltro Bege San Doná,059.66.04.027,Chapéu,Normal,Não,Não Postado,,,,,615
20511,Chapéu Channel I Soft de Feltro Azul Marinho San Doná,059.66.04.024,Chapéu,Normal,Não,Não Postado,,,,,616
20492,Viseira Feminina Fibra Natural San Doná,137.00.13.001,Viseira,Normal,Não,Não Postado,,,,,617
20487,Boina Masculina Bristol Fibra Natural San Doná,080.63.13.001,Boina,Normal,Não,Não Postado,,,,,618
20482,Chapéu Pork Pie Juta Natural Sibu Company,091.12.03.001,Chapéu,Normal,Não,Não Postado,,,,,619
20477,Chapéu Pork Pie Fibra Natural Sibu Company,091.12.13.001,Chapéu,Normal,Não,Não Postado,,,,,620
20472,Chapéu Pork Pie Lona de Algodão Bege Sibu Company,091.12.02.002,Chapéu,Normal,Não,Não Postado,,,,,621
20467,Chapéu Salvador Lona de Algodão Bege Sibu Company,027.04.02.002,Chapéu,Normal,Não,Não Postado,,,,,622
20462,Chapéu Salvador Lona de Algodão Crú Sibu Company,027.04.02.001,Chapéu,Normal,Não,Não Postado,,,,,623
20457,Chapéu Luna Juta Natural Sibu Company,010.04.03.001,Chapéu,Normal,Não,Não Postado,,,,,624
20452,Chapéu Luna Fibra Natural Sibu Company,010.04.13.001,Chapéu,Normal,Não,Não Postado,,,,,625
20447,Chapéu Luna Lona de Algodão Crú Sibu Company,010.04.02.001,Chapéu,Normal,Não,Não Postado,,,,,626
20442,Chapéu Ravelo Juta Natural Sibu Company,017.01.03.001,Chapéu,Normal,Não,Não Postado,,,,,627
20437,Chapéu Ravelo Fibra Natural Sibu Company,017.01.13.001,Chapéu,Normal,Não,Não Postado,,,,,628
20432,Chapéu Ravelo Lona de Algodão Bege Sibu Company,017.01.02.002,Chapéu,Normal,Não,Não Postado,,,,,629
20427,Chapéu Ravelo Lona de Algodão Crú Sibu Company,017.01.02.001,Chapéu,Normal,Não,Não Postado,,,,,630
20422,Chapéu Serrano Lona de Algodão Bege Sibu Company,030.05.02.002,Chapéu,Normal,Não,Não Postado,,,,,631
20417,Chapéu Serrano Lona de Algodão Crú Sibu Company,030.05.02.001,Chapéu,Normal,Não,Não Postado,,,,,632
20411,Chapéu Verbano Juta Natural Sibu Company,021.07.03.001,Chapéu,Normal,Não,Não Postado,,,,,633
20406,Chapéu Verbano Fibra Natural Sibu Company,021.07.13.001,Chapéu,Normal,Não,Não Postado,,,,,634
20401,Chapéu Social Juta Natural Sibu Company,013.01.03.001,Chapéu,Normal,Não,Não Postado,,,,,635
20396,Chapéu Social Fibra Natural Sibu Company,013.01.13.001,Chapéu,Normal,Não,Não Postado,,,,,636
20391,Chapéu Social Lona de Algodão Bege Sibu Company,013.01.02.002,Chapéu,Normal,Não,Não Postado,,,,,637
20386,Chapéu Pierina de Juta Natural Sibu Company,011.05.03.001,Chapéu,Normal,Não,Não Postado,,,,,638
20381,Boina Masculina Italiana Trapani Preta Verão,070.00.06.022,Boina,Normal,Não,Não Postado,,,,,639
20374,Chapéu Social Lona de Algodão Crú Sibu Company,013.01.02.001,Chapéu,Normal,Não,Não Postado,,,,,640
20369,Chapéu Pierina Fibra Natural Sibu Company,011.05.13.001,Chapéu,Normal,Não,Não Postado,,,,,641
20364,Chapéu Pierina Lona de Algodão Crú Sibu Company,011.05.02.001,Chapéu,Normal,Não,Não Postado,,,,,642
20359,Chapéu Verbano Lona de Algodão Crú Sibu Company,021.07.02.001,Chapéu,Normal,Não,Não Postado,,,,,643
20354,Chapéu Amapola de Juta Natural Sibu Company,016.07.03.001,Chapéu,Normal,Não,Não Postado,,,,,644
20349,Chapéu Amapola Fibra Natural Sibu Company,016.07.13.001,Chapéu,Normal,Não,Não Postado,,,,,645
20344,Chapéu Amapola Lona de Algodão Crú Sibu Company,016.07.02.001,Chapéu,Normal,Não,Não Postado,,,,,646
20339,Chapéu Meridional de Juta Natural Sibu Company,018.12.03.001,Chapéu,Normal,Não,Não Postado,,,,,647
20334,Chapéu Meridional Fibra Natural Sibu Company,018.12.13.001,Chapéu,Normal,Não,Não Postado,,,,,648
20329,Chapéu Meridional Lona de Algodão Bege Sibu Company,018.12.02.002,Chapéu,Normal,Não,Não Postado,,,,,649
20324,Chapéu Meridional Lona de Algodão Crú Sibu Company,018.12.02,Chapéu,Normal,Não,Não Postado,,,,,650
20319,Chapéu Veneza de Juta Natural Sibu Company,014.12.03.001,Chapéu,Normal,Não,Não Postado,,,,,651
20314,Chapéu Veneza Fibra Natural Sibu Company,014.12.13.001,Chapéu,Normal,Não,Não Postado,,,,,652
20309,Chapéu Veneza Lona de Algodão Bege Sibu Company,014.12.02.002,Chapéu,Normal,Não,Não Postado,,,,,653
20304,Chapéu Veneza Lona de Algodão Crú Sibu Company,014.12.02.001,Chapéu,Normal,Não,Não Postado,,,,,654
20299,Chapéu Campolino Juta Natural Sibu Company,004.06.03.001,Chapéu,Normal,Não,Não Postado,,,,,655
20294,Chapéu Campolino Fibra Natural Sibu Company,004.06.13.001,Chapéu,Normal,Não,Não Postado,,,,,656
20289,Chapéu Campolino Lona de Algodão Bege Sibu Company,004.06.02.002,Chapéu,Normal,Não,Não Postado,,,,,657
16060,Boina Unissex Oito Gomos Veludo Marrom,077.00.06.747,Boina,Normal,Não,Não Postado,,,,,658
20283,Chapéu Campolino Lona de Algodão Crú Sibu Company,004.06.02.001,Chapéu,Normal,Não,Não Postado,,,,,659
20278,Chapéu Campeiro Juta Natural Sibu Company,005.06.03.001,Chapéu,Normal,Não,Não Postado,,,,,660
20273,Chapéu Campeiro Fibra Natural Sibu Company,005.06.13.001,Chapéu,Normal,Não,Não Postado,,,,,661
20268,Chapéu Campeiro Lona de Algodão Bege Sibu Company,005.06.02.002,Chapéu,Normal,Não,Não Postado,,,,,662
20263,Chapéu Campeiro Lona de Algodão Crú Sibu Company,005.06.02.001,Chapéu,Normal,Não,Não Postado,,,,,663
20258,Chapéu Lusitano Juta Natural Sibu Company,003.09.03.001,Chapéu,Normal,Não,Não Postado,,,,,664
20243,Chapéu Lusitano Lona de Algodão Crú Sibu Company,003.09.02.001,Chapéu,Normal,Não,Não Postado,,,,,665
20238,Chapéu Capri de Juta Natural Sibu Company,012.11.03.001,Chapéu,Normal,Não,Não Postado,,,,,666
20236,Chapéu Feminino Dobrável de Tecido Aba Larga Cinza,19613481-cor-cinza,Chapéu,Normal,Não,Não Postado,,,,,667
20206,Chapéu Capri Lona de Algodão Bege Sibu Company,012.11.02.002,Chapéu,Normal,Não,Não Postado,,,,,668
20201,Chapéu Capri Lona de Algodão Crú Sibu Company,012.11.02.001,Chapéu,Normal,Não,Não Postado,,,,,669
20196,Chapéu Pantaneiro Juta Natural Sibu Company,022.11.03.001,Chapéu,Normal,Não,Não Postado,,,,,670
20191,Chapéu Pantaneiro Fibra Natural Sibu Company,022.11.13.001,Chapéu,Normal,Não,Não Postado,,,,,671
20186,Chapéu Pantaneiro Lona de Algodão Bege Sibu Company,022.11.02.002,Chapéu,Normal,Não,Não Postado,,,,,672
20181,Chapéu Pantaneiro Lona de Algodão Crú Sibu Company,022.11.02.001,Chapéu,Normal,Não,Não Postado,,,,,673
