#,Nome do Produto,SKU,Categoria,Prioridade,Repostável,Status Post,Link do Produto,Link da Imagem,Legenda Instagram,Observações,Ordem de Postagem
14998,Chapéu Social Masculino Toscana Amarelo Queimado,15907-amarelo-queimado,Chapéu,Normal,Não,Não Postado,,,,,1149
15008,Chapéu Fedora Feminino Agata Marfim,15879,Chapéu,Normal,Não,Não Postado,,,,,1150
15005,Boné Napa Flex Marrom,1522,Boné,Normal,Não,Não Postado,,,,,1151
14996,Chapéu Fedora Calvin Fita Marrom,14081-,Chapéu,Normal,Não,Não Postado,,,,,1152
14995,Chapéu Floppy Gloria Castor,140193303672-,Chapéu,Normal,Não,Não Postado,,,,,1153
14992,Chapéu Feminino Clochê Iolanda Castor,140113353671,Chapéu,Normal,Não,Não Postado,,,,,1154
14991,Chapéu Feminino Clochê Iolanda Preto,140113353360,Chapéu,Normal,Não,Não Postado,,,,,1155
14989,Chapéu Infantil Rafa Azul,107000600001,Chapéu,Normal,Não,Não Postado,,,,,1156
14984,Boina Liverpool Street Cinza San Doná,095.64.09.046,Boina,Normal,Não,Não Postado,,,,,1157
14983,Boina Masculina Livorno Lisa Marfim,074.00.06.027,Boina,Normal,Não,Não Postado,,,,,1158
14982,Boina Masculina Livorno Lisa Preta,074.00.06.022,Boina,Normal,Não,Não Postado,,,,,1159
14981,Chapéu Infantil Letícia Estampado,107000600000,Chapéu,Normal,Não,Não Postado,,,,,1160
14978,Chapéu Fedora Salvador Canhamo Marfim,027040200102,Chapéu,Normal,Não,Não Postado,,,,,1161
14977,Chapéu Classic Soft Feltro Preto,008050400002,Chapéu,Normal,Não,Não Postado,,,,,1162
14976,Boina Feminina Xadrez Bruna Cinza,063000600002,Boina,Normal,Não,Não Postado,,,,,1163
14973,Boina Liverpool Street Preta San Doná,095.64.09.022,Boina,Normal,Não,Não Postado,,,,,1164
14971,Boina Masculina Inglesa Tapa Orelha Tradicional Preta Aveludado,079.00.06.822,Boina,Normal,Não,Não Postado,,,,,1165
14968,Sapatênis Masculino Connective SanMarino Azul,3113,Acessório,Normal,Não,Não Postado,,,,,1166
14967,Chapéu Feminino Tecido Leblon Bege,1060,Chapéu,Normal,Não,Não Postado,,,,,1167
14963,Boina Feminina Belamina Marrom,0670006111,Boina,Normal,Não,Não Postado,,,,,1168
14962,Sapatênis Masculino Street SanMarino Bordô,3107,Acessório,Normal,Não,Não Postado,,,,,1169
14961,Sapatênis Masculino Brave SanMarino Preto,3103,Acessório,Normal,Não,Não Postado,,,,,1170
14958,Chapéu Surf Gelo - Proteção Solar UV,05010038-gelo,Chapéu,Normal,Não,Não Postado,,,,,1171
14957,Chapéu Surf Preto - Proteção Solar UV,05010038-preto,Chapéu,Normal,Não,Não Postado,,,,,1172
14954,Boné Proteção Solar UV Pro Areia,0201002006,Boné,Normal,Não,Não Postado,,,,,1173
14953,Chapéu de Feltro Cáqui Aba Média Macio,14085-caqui,Chapéu,Normal,Não,Não Postado,,,,,1174
14952,Boina Kangol Ventair 504 Bege,196135573671,Boina,Normal,Não,Não Postado,,,,,1175
14951,Boina Kangol Ventair 504 Chumbo,196135573581,Boina,Normal,Não,Não Postado,,,,,1176
14949,Chapéu Classic Grego Preto Proteção Solar UV,15898-preto,Chapéu,Normal,Não,Não Postado,,,,,1177
14946,Viseira Brunei Feminina Marrom - Proteção Solar UV,VS01920U-marrom,Viseira,Normal,Não,Não Postado,,,,,1178
14945,Chapéu Fedora Pork Pie 2x Premium Verde Musgo,7056A-verde-musgo,Chapéu,Normal,Não,Não Postado,,,,,1179
14944,Viseira Ipanema Cáqui - Proteção Solar UV,0801000100401-cáqui,Viseira,Normal,Não,Não Postado,,,,,1180
14941,Viseira Brunei Feminina Rosa - Proteção Solar UV,0803000116201-rosa,Viseira,Normal,Não,Não Postado,,,,,1181
14937,Boina Italiana Infantil George Branca,56023-branca,Boina,Normal,Não,Não Postado,,,,,1182
14930,Chapéu Social Masculino Toscana Marfim,15907-marfim,Chapéu,Normal,Não,Não Postado,,,,,1183
14928,Chapéu Casual Shantung Premium 3BU Fita Preta,15900-fita-preta,Chapéu,Normal,Não,Não Postado,,,,,1184
14927,Chapéu Outback Masculino Jorge Marrom,15895-marrom,Chapéu,Normal,Não,Não Postado,,,,,1185
14925,Chapéu Shantung Maroto Fita Listrada Vinho,15886-fita-vinho,Chapéu,Normal,Não,Não Postado,,,,,1186
14922,Chapéu de Sambista Aba Curta Lola Marinho,15877-marinho,Chapéu,Normal,Não,Não Postado,,,,,1187
14918,Chapéu Fedora Unissex Agata Bege,15879-bege,Chapéu,Normal,Não,Não Postado,,,,,1188
14917,Chapéu Floppy Feminino Valentini Preto,14431-preto,Chapéu,Normal,Não,Não Postado,,,,,1189
14916,Chapéu Floppy Feminino Valentini Bege,14431-bege,Chapéu,Normal,Não,Não Postado,,,,,1190
14915,Chapéu Social Masculino Apolo Bege,14100-bege,Chapéu,Normal,Não,Não Postado,,,,,1191
14913,Boné UV Pro Branco - Proteção Solar UV,02.01.000200101,Boné,Normal,Não,Não Postado,,,,,1192
14912,Viseira Brunei Feminina Bege - Proteção Solar UV,0803000125301,Viseira,Normal,Não,Não Postado,,,,,1193
14906,Chapéu De Praia Feminino Mikonos Preto - Proteção Solar UV,0502003500201,Chapéu,Normal,Não,Não Postado,,,,,1194
14902,Viseira Feminina Bali Marinho - Proteção Solar UV,vs03127458,Viseira,Normal,Não,Não Postado,,,,,1195
14900,Boina Kangol Ventair 504 Preta,196135573360,Boina,Normal,Não,Não Postado,,,,,1196
14898,Boina Infantil Pajem Bebê Preta,54022,Boina,Normal,Não,Não Postado,,,,,1197
14894,Boina Kangol Ventair 504 Marinho,196135573267,Boina,Normal,Não,Não Postado,,,,,1198
14892,Chapéu Panamá Summer Marinho,21072-marinho,Chapéu,Normal,Não,Não Postado,,,,,1199
14888,Chapéu Fedora Calvin Caqui,14081,Chapéu,Normal,Não,Não Postado,,,,,1200
14887,Chapéu Carioca Aba Curta Marfim,15891,Chapéu,Normal,Não,Não Postado,,,,,1201
14886,Boina Infantil George Chumbo,56097,Boina,Normal,Não,Não Postado,,,,,1202
14880,Chapéu Feminino Floppy Verão Branco,29737-branco,Chapéu,Normal,Não,Não Postado,,,,,1203
14877,Chapéu Praia Feminino Floppy Cinza Verão,29737-cinza,Chapéu,Normal,Não,Não Postado,,,,,1204
14871,Chapéu Feminino Tecido Trindade Musgo,1556,Chapéu,Normal,Não,Não Postado,,,,,1205
14870,Boina Infantil Pajem Menino Bege,56099-bege,Boina,Normal,Não,Não Postado,,,,,1206
14864,Boné Basic Preto,1560-preto,Boné,Normal,Não,Não Postado,,,,,1207
14863,Boné Basic Cinza,1560-cinza,Boné,Normal,Não,Não Postado,,,,,1208
14862,Boina Feminina Belamina Listra Bege,067000699,Boina,Normal,Não,Não Postado,,,,,1209
14861,Boina Italiana Masculina Inverno Preta,070000822,Boina,Normal,Não,Não Postado,,,,,1210
14860,Boina Infantil Pajem Bebê Bege,54099,Boina,Normal,Não,Não Postado,,,,,1211
14856,Boina Belamina Xadrez Chumbo,0670006118,Boina,Normal,Não,Não Postado,,,,,1212
14855,Boina Masculina Italiana Listra Cinza,070000698,Boina,Normal,Não,Não Postado,,,,,1213
14852,Chapéu Cavalgada Regional Feltro Preto Canyon,7054,Chapéu,Normal,Não,Não Postado,,,,,1214
14851,Chapéu Panamá Fedora Miguel Branco,4341,Chapéu,Normal,Não,Não Postado,,,,,1215
14849,Chapéu Fedora Zequete Branco,1062CH,Chapéu,Normal,Não,Não Postado,,,,,1216
14846,Chapéu Fedora Pork Pie Feltro Preto,7044,Chapéu,Normal,Não,Não Postado,,,,,1217
14844,Chapéu Masculino Social Premium 2x Preto,7056-preto,Chapéu,Normal,Não,Não Postado,,,,,1218
14843,Chapéu Masculino Social Premium 2x Tabaco,7056-tabaco,Chapéu,Normal,Não,Não Postado,,,,,1219
14841,Boina Feminina Belamina Cinza,0670006121,Boina,Normal,Não,Não Postado,,,,,1220
14837,Boina Couro Italiana,081001127,Boina,Normal,Não,Não Postado,,,,,1221
14836,Boina Masculina Preta Gatsby,071000622,Boina,Normal,Não,Não Postado,,,,,1222
14833,Boina Masculina Marinho Gatsby,071000696,Boina,Normal,Não,Não Postado,,,,,1223
14832,Boina Masculina Chumbo Gatsby,0710006118,Boina,Normal,Não,Não Postado,,,,,1224
14831,Boina Feminina Belamina Chumbo Lisa,067000644,Boina,Normal,Não,Não Postado,,,,,1225
14830,Boina Feminina Belamina Vinho,067000645,Boina,Normal,Não,Não Postado,,,,,1226
14814,Chapéu Praia Fedora Miguel Soft Marfim,3077,Chapéu,Normal,Não,Não Postado,,,,,1227
14812,Boina Masculina Italiana Trapani Listra Bege Verão,070.00.06.099,Boina,Normal,Não,Não Postado,,,,,1228
14810,Boina Italiana Infantil George Cinza,56059,Boina,Normal,Não,Não Postado,,,,,1229
14806,Chapéu Aba Larga Feltro Australiano Oliva,7017-marrom,Chapéu,Normal,Não,Não Postado,,,,,1230
14795,Boina Italiana Infantil Pajem Preta,56022,Boina,Normal,Não,Não Postado,,,,,1231
14788,Boina Scala Mike Preta,LV214,Boina,Normal,Não,Não Postado,,,,,1232
14787,Boina Italiana Masculina Couro Vacum Preto,081.00.10.022,Boina,Normal,Não,Não Postado,,,,,1233
14761,Chapéu Feminino Moda Gisele,25856,Chapéu,Normal,Não,Não Postado,,,,,1234
14746,Chapéu Panamá Aba Curta Dean Cáqui,11065-caqui,Chapéu,Normal,Não,Não Postado,,,,,1235
14725,Boina Inverno Lã Cinza Escama,55031,Boina,Normal,Não,Não Postado,,,,,1236
14724,Boina Italiana Tweed Avelã,55034,Boina,Normal,Não,Não Postado,,,,,1237
14723,Boina Italiana Tweed Cáqui,55035,Boina,Normal,Não,Não Postado,,,,,1238
14707,Boina Kangol Tropic 507 Bege,196135583671,Boina,Normal,Não,Não Postado,,,,,1239
14706,Boina Kangol Tropic 504 Marinho,196135563267,Boina,Normal,Não,Não Postado,,,,,1240
14705,Boina Kangol Tropic 507 Marinho,196135583267,Boina,Normal,Não,Não Postado,,,,,1241
14700,Chapéu Fedora Macio Preto Manoel,110112983390,Chapéu,Normal,Não,Não Postado,,,,,1242
14674,Viseira Palha Arco,29311,Viseira,Normal,Não,Não Postado,,,,,1243
14673,Viseira Feminina Proteção Solar UV Saint Tropez Preta,0802000111801,Viseira,Normal,Não,Não Postado,,,,,1244
14672,Viseira Ipanema Preta - Proteção Solar UV,0801000100201,Viseira,Normal,Não,Não Postado,,,,,1245
14671,Viseira Saint Tropez Areia - Proteção Solar UV,0802000129701,Viseira,Normal,Não,Não Postado,,,,,1246
14668,Viseira Saint Tropez Azul Marinho - Proteção Solar UV,0802000111301,Viseira,Normal,Não,Não Postado,,,,,1247
14667,Chapéu Ary Branco- Proteção Solar UV,29736-branco,Chapéu,Normal,Não,Não Postado,,,,,1248
14666,Chapéu Ary Areia - Proteção Solar UV,29736-areia,Chapéu,Normal,Não,Não Postado,,,,,1249
14665,Chapéu Haiti Feminino Dourado - Proteção Solar UV,CH066-dourado,Chapéu,Normal,Não,Não Postado,,,,,1250
14664,Chapéu Vegas Preto- Proteção Solar UV,CH100+2,Chapéu,Normal,Não,Não Postado,,,,,1251
14659,Viseira Palha Cobre,29309-caqui,Viseira,Normal,Não,Não Postado,,,,,1252
14658,Boné New Fit Gelo,02010016011,Boné,Normal,Não,Não Postado,,,,,1253
14657,Chapéu Outback Adam Tabaco,14061-tabaco,Chapéu,Normal,Não,Não Postado,,,,,1254
14656,Chapéu Outback Panamá Toni,11070,Chapéu,Normal,Não,Não Postado,,,,,1255
14653,Boina Italiana Masculina Xadrez Cinza II,55118,Boina,Normal,Não,Não Postado,,,,,1256
14651,Boina Masculina Italiana Trapani Jeans Verão,070.00.06.044,Boina,Normal,Não,Não Postado,,,,,1257
14649,Chapéu Palha Fernanda Marrom - Proteção Solar UV,25119-marrom,Chapéu,Normal,Não,Não Postado,,,,,1258
14648,Chapéu De Praia Feminino Amarilis Fita Branca - Proteção Solar UV,25113-branco-U,Chapéu,Normal,Não,Não Postado,,,,,1259
14641,Chapéu Panamá Ruth - Proteção Solar UV,21063,Chapéu,Normal,Não,Não Postado,,,,,1260
14640,Chapéu Panamá Raquel Champagne,21067-champagne--,Chapéu,Normal,Não,Não Postado,,,,,1261
14639,Chapéu Feminino Panamá Raquel Preto,21067-preto,Chapéu,Normal,Não,Não Postado,,,,,1262
14631,Boina Belamina Castor,55026,Boina,Normal,Não,Não Postado,,,,,1263
14627,Chapéu Country Yankee Flower,196135163097,Chapéu,Normal,Não,Não Postado,,,,,1264
14626,Chapéu Palha Fernanda Caqui- Proteção Solar UV,25124-caqui,Chapéu,Normal,Não,Não Postado,,,,,1265
14623,Boina Kangol Tropic 504,196135563360,Boina,Normal,Não,Não Postado,,,,,1266
14622,Chapéu Feminino Floppy Bárbara Whisky,140193093275,Chapéu,Normal,Não,Não Postado,,,,,1267
14621,Chapéu Country Palha American West,196134973000,Chapéu,Normal,Não,Não Postado,,,,,1268
14619,Chapéu Country Guilherme e Santiago,170136883315-,Chapéu,Normal,Não,Não Postado,,,,,1269
14616,Chapéu Infantil Napoli Coral - Proteção Solar UV,050100127801,Chapéu,Normal,Não,Não Postado,,,,,1270
14612,Boina Santiago Marinho - Proteção Solar UV,BN078,Boina,Normal,Não,Não Postado,,,,,1271
14611,Boné UV Pro Cinza - Proteção Solar UV,BN008+30,Boné,Normal,Não,Não Postado,,,,,1272
14605,Chapéu Fedora Max,196155263000,Chapéu,Normal,Não,Não Postado,,,,,1273
14604,Chapéu Outback Dundee,110112513400,Chapéu,Normal,Não,Não Postado,,,,,1274
14603,Chapéu Fedora Martin Panamá Bege,170138313901,Chapéu,Normal,Não,Não Postado,,,,,1275
14602,Chapéu Fedora Lucca Bege,170138353671,Chapéu,Normal,Não,Não Postado,,,,,1276
14601,Chapéu Fedora Johny Poker Pied de Poule,175126157107,Chapéu,Normal,Não,Não Postado,,,,,1277
14600,Chapéu Fedora Johny Poker Preto,175126153360,Chapéu,Normal,Não,Não Postado,,,,,1278
14599,Chapéu Fedora Johny Poker Cinza,175126153042,Chapéu,Normal,Não,Não Postado,,,,,1279
14598,Chapéu Fedora Johny Poker Xadrez Marfim,175126157108,Chapéu,Normal,Não,Não Postado,,,,,1280
14597,Chapéu Fedora Johny Poker Cinza Cristal,175126153010,Chapéu,Normal,Não,Não Postado,,,,,1281
14595,Boina Santiago Azul - Proteção Solar,0201001303106,Boina,Normal,Não,Não Postado,,,,,1282
14594,Chapéu Infantil Napoli Azul - Proteção Solar UV,050100129201,Chapéu,Normal,Não,Não Postado,,,,,1283
14580,Chapéu Pork Pie Kangol Stripe Player Bege,0962-bege,Chapéu,Normal,Não,Não Postado,,,,,1284
14576,Chapéu Fedora Johnny Preto,110112933360,Chapéu,Normal,Não,Não Postado,,,,,1285
14574,Chapéu Tahiti Bege - Proteção Solar UV,CH117,Chapéu,Normal,Não,Não Postado,,,,,1286
14569,Chapéu Haiti Feminino Areia- Proteção Solar UV,0502000100601,Chapéu,Normal,Não,Não Postado,,,,,1287
14567,Chapéu Vegas Bege- Proteção Solar UV,CH100+253,Chapéu,Normal,Não,Não Postado,,,,,1288
14565,Boina Masculina Italiana Trapani Branca Verão,070.00.06.023,Boina,Normal,Não,Não Postado,,,,,1289
14563,Boina Kangol Polo Stripe Bege,196135593671,Boina,Normal,Não,Não Postado,,,,,1290
14562,Viseira Fita Branca,196155013270,Viseira,Normal,Não,Não Postado,,,,,1291
14561,Chapéu Vegas Fendi - Proteção Solar UV,CH100+173,Chapéu,Normal,Não,Não Postado,,,,,1292
14560,Chapéu Fedora Luigi,15875,Chapéu,Normal,Não,Não Postado,,,,,1293
14554,Chapéu Country Bareback II Castor,120116973672,Chapéu,Normal,Não,Não Postado,,,,,1294
14553,Chapéu Classic Caetano Vinho Estonado,110123473510,Chapéu,Normal,Não,Não Postado,,,,,1295
14552,Chapéu Classic Caetano Cáqui Estonado,110123473415,Chapéu,Normal,Não,Não Postado,,,,,1296
14551,Chapéu Infantil Napoli Rosa - Proteção Solar UV,CH014+5--Rosa,Chapéu,Normal,Não,Não Postado,,,,,1297
14550,Chapéu Napoli Azul Coqueiro - Proteção Solar UV,CH014+5,Chapéu,Normal,Não,Não Postado,,,,,1298
14549,Chapéu Fedora Calvin Preto,14081-preto,Chapéu,Normal,Não,Não Postado,,,,,1299
14548,Chapéu Fedora Calvin Tabaco,14081-tabaco,Chapéu,Normal,Não,Não Postado,,,,,1300
14546,Chapéu de Feltro Preto Aba Média Macio,14085-preto,Chapéu,Normal,Não,Não Postado,,,,,1301
14544,Boné Baby Herois Azul - Proteção Solar UV,BN064+138,Boné,Normal,Não,Não Postado,,,,,1302
14543,Boina Scala Tiffany Marrom,LW391-Marrom-U,Boina,Normal,Não,Não Postado,,,,,1303
14542,Chapéu Haiti Feminino Natural - Proteção Solar UV,CH066-Natural-U,Chapéu,Normal,Não,Não Postado,,,,,1304
14541,Boina Santiago Preta - Proteção Solar UV,BN078-Preta,Boina,Normal,Não,Não Postado,,,,,1305
14540,Boina Santiago Cinza - Proteção Solar UV,BN078-Cinza,Boina,Normal,Não,Não Postado,,,,,1306
14539,Chapéu Haiti Feminino Bronze - Proteção Solar UV,CH066-Bronze-U,Chapéu,Normal,Não,Não Postado,,,,,1307
14538,Boina Scala Tiffany Preta,LW391-Preta-U,Boina,Normal,Não,Não Postado,,,,,1308
14537,Boné Baby Herois Branco - Proteção Solar UV,BN064,Boné,Normal,Não,Não Postado,,,,,1309
14534,Chapéu Shantung Dominic Fita Listrada Azul,15886-fita-azul,Chapéu,Normal,Não,Não Postado,,,,,1310
14533,Chapéu Clássico Xavier,15871,Chapéu,Normal,Não,Não Postado,,,,,1311
14532,Chapéu Panamá Aba Curta Preto,11063-preto,Chapéu,Normal,Não,Não Postado,,,,,1312
14530,Boina Lana Cinza,LW386,Boina,Normal,Não,Não Postado,,,,,1313
14529,Chapéu Lace,196155043930,Chapéu,Normal,Não,Não Postado,,,,,1314
14528,Chapéu Palha Fernanda Preto - Proteção Solar UV,25124-preto,Chapéu,Normal,Não,Não Postado,,,,,1315
14527,Boné Pesca Mosquiteiro Creme - Proteção Solar UV,19204-creme,Boné,Normal,Não,Não Postado,,,,,1316
14526,Boné Teens Superman Azul - Proteção Solar UV,BN074+5,Boné,Normal,Não,Não Postado,,,,,1317
14525,Boné Teens Batman Preto - Proteção Solar UV,BN075+2,Boné,Normal,Não,Não Postado,,,,,1318
14524,Chapéu Fedora Aba Curta Toyo Mescla,15881,Chapéu,Normal,Não,Não Postado,,,,,1319
14523,Chapéu Fedora Mesclado,15842,Chapéu,Normal,Não,Não Postado,,,,,1320
14520,Chapéu Fedora Cris,15887,Chapéu,Normal,Não,Não Postado,,,,,1321
14518,Chapéu Pêlo de Lebre Lionel - XXX,14104,Chapéu,Normal,Não,Não Postado,,,,,1322
14515,Chapéu Country Yankee Land,19615517,Chapéu,Normal,Não,Não Postado,,,,,1323
14511,Chapéu Ventilado Proteção Solar Algas Marinhas,15832-kaki,Chapéu,Normal,Não,Não Postado,,,,,1324
14509,Chapéu Country Yankee Action,196135213000,Chapéu,Normal,Não,Não Postado,,,,,1325
14508,Chapéu Country Yankee Boss,196134883000-,Chapéu,Normal,Não,Não Postado,,,,,1326
14507,Chapéu Panamá Antony Caqui,11074-caqui,Chapéu,Normal,Não,Não Postado,,,,,1327
14506,Chapéu Floppy Bárbara Castor,140193093672,Chapéu,Normal,Não,Não Postado,,,,,1328
14505,Chapéu Floppy Bárbara Vinho,140193093511,Chapéu,Normal,Não,Não Postado,,,,,1329
14500,Chapéu Regional Malta Tabaco,14717,Chapéu,Normal,Não,Não Postado,,,,,1330
14499,Chapéu Sunset Cáqui,170135813991,Chapéu,Normal,Não,Não Postado,,,,,1331
14494,Chapéu Weekender Panamá Bege,170136433315,Chapéu,Normal,Não,Não Postado,,,,,1332
14493,Viseira Sport Branca,196135743,Viseira,Normal,Não,Não Postado,,,,,1333
14489,Boina Feminina Feltro Yoko Bege,130114673672,Boina,Normal,Não,Não Postado,,,,,1334
14488,Chapéu Fedora de Palha Panamá Nick - Aba curta,11062,Chapéu,Normal,Não,Não Postado,,,,,1335
14485,Viseira Miucha,196135753360,Viseira,Normal,Não,Não Postado,,,,,1336
14484,Chapéu Outback Adam Preto,14061-preto,Chapéu,Normal,Não,Não Postado,,,,,1337
14476,Viseira Capri Colors,VS0029+254,Viseira,Normal,Não,Não Postado,,,,,1338
14473,Chapéu Casual Brayan,15869,Chapéu,Normal,Não,Não Postado,,,,,1339
14470,Chapéu Panamá Weekender Soft,170132323315,Chapéu,Normal,Não,Não Postado,,,,,1340
14467,Chapéu Social Wheat Marfim,170132393315,Chapéu,Normal,Não,Não Postado,,,,,1341
14465,Chapéu 8 Segundos 30x Bicolor,196135323000,Chapéu,Normal,Não,Não Postado,,,,,1342
14460,Boné Brasil Verde - Proteção Solar UV,BN079+15,Boné,Normal,Não,Não Postado,,,,,1343
14459,Chapéu Fedora Night,196136087184,Chapéu,Normal,Não,Não Postado,,,,,1344
14458,Chapéu Fernando & Sorocaba Vendaval,120115883360,Chapéu,Normal,Não,Não Postado,,,,,1345
14457,Chapéu Austrália Areia- Proteção Solar UV,CH001,Chapéu,Normal,Não,Não Postado,,,,,1346
14455,Viseira Saint Tropez Cinza - Proteção Solar UV,VS001,Viseira,Normal,Não,Não Postado,,,,,1347
14454,Boné New Fit Azul - Proteção Solar UV,BN081+61,Boné,Normal,Não,Não Postado,,,,,1348
14447,Boné Legionário Atacama Gelo,BN002,Boné,Normal,Não,Não Postado,,,,,1349
14442,Chapéu Guatemala Azul,CH085+178,Chapéu,Normal,Não,Não Postado,,,,,1350
14439,Chapéu Fedora Hector Chumbo,HC175-chumbo,Chapéu,Normal,Não,Não Postado,,,,,1351
14437,Chapéu Shantung Lola Marfim,15877-marfim,Chapéu,Normal,Não,Não Postado,,,,,1352
14434,Chapéu Classic Tadeu,110112993404,Chapéu,Normal,Não,Não Postado,,,,,1353
14433,Chapéu Weekender Paper II,170132263930,Chapéu,Normal,Não,Não Postado,,,,,1354
14428,Chapéu Shantung Melbourne 16x,180128003270,Chapéu,Normal,Não,Não Postado,,,,,1355
14426,Boina Lorenzo Preta,MW114,Boina,Normal,Não,Não Postado,,,,,1356
14425,Boina Italiana Tweed Mescla Cinza,55032,Boina,Normal,Não,Não Postado,,,,,1357
14424,Chapéu Country Palma 15X,35515/35516,Chapéu,Normal,Não,Não Postado,,,,,1358
14423,Boina Fred Preta,LV218,Boina,Normal,Não,Não Postado,,,,,1359
14422,Chapéu Arena Bicolor 16X,180128123270,Chapéu,Normal,Não,Não Postado,,,,,1360
14420,Chapéu Country Inovation,170132653000,Chapéu,Normal,Não,Não Postado,,,,,1361
14419,Boina Mike Vermelha,LV214-vermelha,Boina,Normal,Não,Não Postado,,,,,1362
14416,Boné Legionário Camaleão,5360006008,Boné,Normal,Não,Não Postado,,,,,1363
14415,Boné Legionário Chicken,5150206009,Boné,Normal,Não,Não Postado,,,,,1364
14412,Chapéu Trekking Pesca Safari Areia- Proteção Solar UV,050105800608,Chapéu,Normal,Não,Não Postado,,,,,1365
14410,Chapéu Cairo Weekender,170132303315,Chapéu,Normal,Não,Não Postado,,,,,1366
14408,Chapéu Country Yankee Cruz,196135043671,Chapéu,Normal,Não,Não Postado,,,,,1367
14402,Chapéu Feminino Clochê Tulipa,140118273583,Chapéu,Normal,Não,Não Postado,,,,,1368
14399,Viseira Ipanema Rosa Pink - Proteção Solar UV,VS004,Viseira,Normal,Não,Não Postado,,,,,1369
14398,Chapéu Pesca Cáqui - Proteção Solar UV,19205-caqui,Chapéu,Normal,Não,Não Postado,,,,,1370
14397,Chapéu Palha Victória,170138303642,Chapéu,Normal,Não,Não Postado,,,,,1371
14394,Boina Feltro Nikos Masculina,19402,Boina,Normal,Não,Não Postado,,,,,1372
14393,Boina Tradicional com Orelha Marrom,19406-marrom,Boina,Normal,Não,Não Postado,,,,,1373
14392,Boina Kangol Tropic 507 Preta,196135583360,Boina,Normal,Não,Não Postado,,,,,1374
14389,Chapéu Infantil Gatinho,140193013973,Chapéu,Normal,Não,Não Postado,,,,,1375
14387,Chapéu Praia Feminino Proteção Solar Areia,25163-areia-U,Chapéu,Normal,Não,Não Postado,,,,,1376
14384,Chapéu Infantil Casulinho Cinza,110123053581,Chapéu,Normal,Não,Não Postado,,,,,1377
14383,Chapéu Infantil João de Barro,1101230333222,Chapéu,Normal,Não,Não Postado,,,,,1378
14382,Chapéu Infantil Menino Peter,110123013672-,Chapéu,Normal,Não,Não Postado,,,,,1379
14381,Chapéu Infantil Panamá Artur,170138563315,Chapéu,Normal,Não,Não Postado,,,,,1380
14376,Boné Tech Flex Masculino,4680003006,Boné,Normal,Não,Não Postado,,,,,1381
14374,Boina Kangol Tropic 504 Chumbo,196135563581,Boina,Normal,Não,Não Postado,,,,,1382
14370,Chapéu Social Panamá Preto,170132013360,Chapéu,Normal,Não,Não Postado,,,,,1383
14367,Chapéu Fedora Nytra Panamá,170138823315,Chapéu,Normal,Não,Não Postado,,,,,1384
14365,Chapéu Fedora Martin Panamá Marfim,170138313315,Chapéu,Normal,Não,Não Postado,,,,,1385
14364,Chapéu Armani Marfim,170135013930,Chapéu,Normal,Não,Não Postado,,,,,1386
14362,Chapéu Shantung 4x Weekender,180127433270,Chapéu,Normal,Não,Não Postado,,,,,1387
14360,Chapéu Fedora Lucca Marfim,170138353315,Chapéu,Normal,Não,Não Postado,,,,,1388
14359,Chapéu Fedora Johny Poker Chumbo,175126153043,Chapéu,Normal,Não,Não Postado,,,,,1389
14351,Chapéu Corleone Pêlo de Lebre,14103,Chapéu,Normal,Não,Não Postado,,,,,1390
14349,Chapéu Bond Risca de Giz,175125363036,Chapéu,Normal,Não,Não Postado,,,,,1391
14346,Chapéu Roma Azul,140193383222,Chapéu,Normal,Não,Não Postado,,,,,1392
14344,Chapéu Fedora Dylan,STS44,Chapéu,Normal,Não,Não Postado,,,,,1393
14343,Chapéu Panamá Jude Mostarda,170138383748,Chapéu,Normal,Não,Não Postado,,,,,1394
14338,Chapéu Fedora Taylor,KCF10,Chapéu,Normal,Não,Não Postado,,,,,1395
14335,Chapeu Panamá Nilo,21048,Chapéu,Normal,Não,Não Postado,,,,,1396
14334,Chapéu Classic Buriti - Proteção Solar UV,CH072+64,Chapéu,Normal,Não,Não Postado,,,,,1397
14332,Chapéu Feltro Ringo Castor,110123063672,Chapéu,Normal,Não,Não Postado,,,,,1398
14328,Chapéu Fedora Pietro,14046,Chapéu,Normal,Não,Não Postado,,,,,1399
14327,Chapéu Brasil Azul Claro,17016403777,Chapéu,Normal,Não,Não Postado,,,,,1400
14326,Chapéu Scala Fedora Ricky,DF630,Chapéu,Normal,Não,Não Postado,,,,,1401
14324,Chapéu Panamá Heitor,21053,Chapéu,Normal,Não,Não Postado,,,,,1402
14323,Chapéu Palha Tira de Couro,15876,Chapéu,Normal,Não,Não Postado,,,,,1403
14318,Chapéu Pork Pie Kangol Stripe Player Preto,0962-preto,Chapéu,Normal,Não,Não Postado,,,,,1404
13500,Boné Pesca Mosquiteiro-Cáqui,19204-Cáqui-Tamanho,Boné,Normal,Não,Não Postado,,,,,1405
13371,Chapéu Pêlo de Lebre Kennedy-Cáqui,14117-Cáqui-Tamanho,Chapéu,Normal,Não,Não Postado,,,,,1406
